Najdan Krstajić
Vuksana Trujić
Kostadinka Pauškić
Danojlo Drezgić
Živan Sorajić
Buda Kojanić
Sajka Jonkić
Jovana Kumrić
Ranđa Selić
Aleksandra Ilibašić
Moša Košarić
Ljubinko Burić
Njegoslav Radovanić
Ratislav Mitranić
Drgorad Trnčić
Siniša Mrkušić
Radojko Stojšić
Ana Cmiljić
Dragojlo Ralčić
Despot Sunarić
Toplica Dumonić
Nikolija Ugrinić
Sajka Škrbić
Zorka Milkić
Marko Našpalić
Ivan Negucić
Perka Dovijanić
Živojin Vojvodić
Svetlana Anđušić
Negovan Galonjić
Pavlija Garčić
Veljko Simurdić
Jelenko Vladić
Velimir Vilendečić
Zvezdana Vujanušić
Vladan Udovičić
Aleksija Šćekić
Magdalena Kentrić
Biljana Kitonjić
Teofan Đenisić
Tina Grabovčić
Srboljub Bajčetić
Stanislava Bubonjić
Anđelka Tarabić
Rumenka Dostinić
Zdravko Lubinić
Radonja Traparić
Laza Alavantić
Stojko Vulpić
Cane Stegić
Sergije Maslarić
Ratka Delčić
Svetolik Bradarić
Jovana Bilkić
Žarko Prodić
Timotije Pešukić
Radenko Kulić
Borisav Lašić
Petronije Roksandić
Ljuba Kutlešić
Pavle Arsekić
Vuksana Dimić
Daliborka Mudrinić
Milijan Tajdić
Cvetanka Mičić
Kruna Pljakić
Dobrila Nevenkić
Vitomir Plešić
Velibor Šurdić
Razumenka Granolić
Una Dugić
Gradiša Nevenić
Drgorad Jajić
Slavna Čudić
Dobrila Blagić
Radinka Kisić
Vukota Likić
Neško Jerotić
Nićifor Prijić
Ivko Meržikić
Danojlo Stamenić
Anđelija Erdelić
Svetomir Vučendić
Vukan Šargić
Željka Klevernić
Emilijan Jočić
Želimirka Subašić
Ratiborka Tojić
Prohor Šagić
Višeslav Mektić
Evica Kumrić
Lenka Kornić
Makrena Baroševčić
Viktorija Mrkonjić
Todora Katurić
Mitra Pljakić
Takosava Jabukić
Cvetomir Bradonjić
Ljubo Šorgić
Stepan Žepinić
Krunoslava Filipić
Mitra Jeknić
Stracimir Mudrinić
Zorka Udovičić
Vujka Glavinić
Stojadin Dubić
Milijana Sofranić
Miloje Andrić
Jovanka Babanić
Zorka Polomčić
Anka Vilendečić
Višeslava Kovčić
Hristivoj Hadži Stević
Živojin Milušić
Jevrosima Šobačić
Đulijana Vilendečić
Mitar Čiplić
Sojka Šabeljić
Emilijan Vaščić
Caka Ristikić
Veroslava Lejić
Nada Midić
Anastasija Đikić
Vujka Burdžić
Vujka Sinđelić
Rafailo Ostojić
Krsmanija Nožinić
Sonja Čarkić
Lela Jonkić
Lena Milojičić
Filipinka Sjeničić
Dragoslav Zorkić
Milinko Janjušić
Stamena Vuić
Uroš Riboškić
Ratko Stepanić
Nenad Nogulić
Radisav Simeunić
Prohor Irić
Toplica Cvetić
Tihomir Perucić
Jovica Tajsić
Ljubomirka Rendić
Koviljka Stekić
Tatomir Grdinić
Nina Tajsić
Dragan Džankić
Momir Veić
Jugomir Kutlešić
Leonora Mikucić
Katica Zlovarić
Radojlo Šotić
Zaviša Babanić
Cane Toskić
Evica Strahinjić
Bogomir Milikšić
Vojislav Jandrić
Viktorija Guberinić
Ljubica Ginić
Đuro Varonić
Valerija Oraovčić
Radojlo Tubonjić
Ivo Orlić
Živanko Životić
Dragojla Roskić
Metodije Jukić
Stanislav Traparić
Peran Kosić
Radisav Boščić
Milentije Aksić
Njegoslava Buzdokić
Ana Jalić
Srpko Žepinić
Prerad Kostić
Nićifor Radonić
Stamenija Čeprnić
Verka Gutić
Danica Divnić
Petrija Stingić
Ljuba Nićetić
Leonida Gazibarić
Jovanka Ljiljanić
Hristivoj Bosankić
Vladanka Gospavić
Stamenka Dudunić
Soka Redžić
Milenija Lilić
Milenija Brusić
Soja Furundžić
Ljilja Kuljančić
Blagomir Boškić
Bogomir Ivantić
Cvetin Strajnić
Miroslava Jergić
Kristina Brščić
Ceca Pirgić
Vukan Radušić
Ninko Đinđić
Leontijr Lakonić
Rajko Jevdoksić
Prokopije Panić
Ranka Biljurić
Slavenko Jutrić
Aran|el Kličarić
Radomirka Ajdačić
Vidak Dondić
Kosara Pecić
Vladimir Mančić
Ivana Podraščić
Vuk Kovčić
Rajica Graonić
Caka Kravić
Žika Anikić
Tanasije Negucić
Doris Vrkatić
Miomir Kiselčić
Srđan Kulundžić
Nenad Novarlić
Magdalena Sentić
Nićifor Ciglić
Milisav Demonjić
Nenad Balcojkić
Tamara Nikić
Kostadin Ćorić
Veselin Gorančić
Đurđa Mikarić
Srba Kalinčić
Teodora Krekić
Vukašin Jakšić
Tamara Živanić
Stevanija Džomić
Eleonora Oprikić
Fema Stojankić
Zlatoslav Bižić
Bratislava Mrkajić
Najdan Samardžić
Mijalko Kirić
Trajanka Tajdić
Njegovan Mostić
Hristivoje Riznić
Kosana Kuzmić
Trifun Ibrić
Jefimija Ekmedžić
Zlatko Kičić
Radivoje Porčić
Bratislava Marinčić
Vidosava Vladušić
Velinka Jezdić
Stamenija Bokić
Sekula Tolić
Milovan Stankić
Kamenko Podinić
Kosara Biščić
Dragojla Lozanić
Aleksandra Matarugić
Danica Tanasić
Vasilije Vladić
Danilo Alorić
Prokopije Tovljanić
Bojan Murišić
Dragojlo Kusonjić
Nastasija Božić
Una Nežić
Zvonka Kodžić
Oliver Tufikić
Ljubinka Trokicić
Željka Gentić
Mateja Mijalčić
Vuksana Petkanić
Mijalko Mičić
Dušica Cakić
Vladanka Vukšić
Negosava Katanić
Živana Puzić
Lazar Grastić
Gavra Todosić
Uroš Šelmić
Latinka Delčić
Malina Patrić
Stamenka Kujačić
Gordana Jovakarić
Isidor Đurakić
Budimir Jevtić
Zlatko Zbiljić
Vekoslav Zisić
Trajko Janikić
Marijan Strejkić
Moša Polić
Prvoslavka Gavrajić
Sergije Kujavić
Staniša Daničić
Šako Burić
Zorislava Jorgić
Stokan Vukoičić
Branislava Risančić
Srbislava Šošić
Svetolik Inić
Atanasije Vidić
Radivoje Radelić
Najdan Binić
Radoje Obrić
Marija Bulakić
Velibor Lentić
Živojin Majkić
Njeguš Zjačić
Isidora Šušić
Zlatko Vučendić
Željko Bijanić
Petra Jojkić
Sreten Zjačić
Dobrivoj Stoičić
Danojlo Stijepić
Zagorka Lažetić
Svetozar Količić
Sava Bosiočić
Budislav Timilić
Vukica Pericić
Novica Ljotić
Ćuba Jovonić
Vukašin Milunić
Đurđija Srebrić
Savka Fotić
Radenko Birišić
Rodoljub Kljutić
Zlatibor Mihaljčić
Budimir Vuksić
Stanislav Strahinić
Koviljka Jezdić
Vidoje Bekčić
Jakša Padić
Sotir Bukazić
Sandra Stijepić
Tijana Malobabić
Strajin Cvikić
Goran Stojkić
Blagica Maslić
Tihomir Jeremić
Viktor Džonkić
Ranka Kovinić
Marko Kaćurić
Ranka Žižić
Milijan Šunjevarić
Stojna Brezonić
Radan Galetić
Trajan Rašić
Nada Dodić
Ivona Kerebić
Miodrag Jovandić
Dobroslavka Zlovarić
Stanislava Dakić
Emil Lečić
Ivica Kunovčić
Ratiborka Kuić
Gaga Vrčežić
Mira Krivić
Nedeljko Ljubanić
Tatomir Đinđić
Isak Lunić
Stanislav Maljugić
Vuksan Kovjenić
Miroslava Mrkonjić
Ružica Solujić
Janko Rulić
Aćim Jablančić
Radmila Ležaić
Tomka Moskovlić
Bogdanka Evđenić
Rodoljub Lolić
Ivona Kajganić
Tomislav Kunovčić
Radovan Džugurdić
Prvoslava Dedeić
Tatomir Koplić
Miroslava Tomonjić
Bane Klisurić
Radoslav Kovljenić
Veroljub Džankić
Kostadin Bosiočić
Njegoš Kečkić
Zoran Tamindžić
Šiško Masalušić
Milan Asentić
Dragica Ružojčić
Agnija Vizulić
Branimir Vorgić
Sretoje Srebrić
Lepomir Gavrančić
Dragojlo Blesić
Stojko Karagić
Mitra Cekić
Violeta Rekalić
Grozda Kimčetić
Selimir Smiljić
Tadija Plazinić
Radojka Pušić
Živoslava Inđić
Strahinja Blendić
Uroš Srebrić
Kristivoje Basarabić
Danica Ljočić
Đurađ Spajić
Valerija Trmčić
Višeslava Dostić
Miroslav Đumić
Mojsilo Lupšić
Zdravko Čavrić
Rajica Fundić
Stojadinka Bizetić
Podgorka Meržikić
Stojko Mrkšić
Obrad Andrijanić
Verica Stojičić
Julijana Puvalić
Gruja Ivančić
Ivo Gospavić
Zdravko Kirić
Nemanja Grujičić
Vojin Zubić
Jordan Jezdić
Milijana Đuzić
Prokopije Đumić
Krsmanija Dinić
Hristivoje Šarančić
Ivana Jalić
Ljuba Babejić
Sima Šušnjić
Bogdan Kurucić
Grozdana Erić
Lola Ribarić
Mileva Čuperkić
Željko Boštrunić
Teodosije Šamatić
Živka Stejić
Cane Aleksić
Jovan Stuparušić
Aćim Porobić
Radinka Baštić
Dragan Ivanić
Kruna Kolavčić
Teohar Stepanić
Slavica Poljčić
Živojin Tutić
Slaven Kontić
Toplica Sekanić
Jelisavka Josić
Julijan Kabić
Magdalena Stoparić
Cvetana Ćurdić
Stanislava Lotić
Biserka Vrzić
Matija Kremonjić
Cvetomir Pelić
Vukadin Bosiorčić
Stole Raducić
Mileva Tašić
Lola Bojadić
Spasenija Peličić
Vukosava Vujčetić
Radoje Velenderić
Čedomir Dimitrić
Dobrilo Vilipić
Miomir Brdarić
Toma Ordagić
Stanislava Tvrdišić
Vitomir Vlasonjić
Gaga Jungić
Vlajko Tontić
Anđelka Jurišić
Bogdanka Oraovčić
Persa Mitrušić
Veroslava Azarić
Nedeljka Šulejić
Maksim Pericić
Joviša Čubrić
Ljubomirka Raljić
Natalija Pejić
Svetoje Lučić
Marijan Cuplić
Tina Derajić
Borka Škeljić
Stepan Žagrić
Dositej Pilindavić
Despot Jevdosić
Glorija Bastajić
Živana Šivčić
Tihomir Roksandić
Zvonka Bećić
Željka Lozanić
Đokica Buloščić
Radosav Nešić
Blaginja Kojdić
Kornelije Smoljanić
Milica Murišić
Lilijana Ostojić
Ratko Kečkić
Teodosije Raičić
Helena Moračić
Todor Skokić
Cane Vrtunić
Zvezdana Gnjatić
Jagoš Čobeljić
Dragoljub Blagotić
Jevdokija Čedić
Bogdana Kumrić
Gabrijela Dangić
Zlatibor Komnenić
Moša Džiknić
Miodrag Rogulić
Mileta Buljubašić
Njegoslav Gligić
Pelagija Abramić
Lazar Vekić
Momcilo Zojkić
Teodor Vemić
Petar Ergić
Mladomir Radišić
Lela Arsekić
Manojlo Tanurdžić
Tina Lubinić
Rajko Kumrijić
Anastasija Tumarić
Selimir Mihić
Stojka Bajić
Jelka Neagić
Živadinka Kovandžić
Svetoje Irić
Ljubivoje Mirčić
Georgije Stegnjaić
Leontijr Prelić
Negomir Ćirić
Lepa Mandarić
Jasna Igić
Ljiljana Ninić
Pantelija Kusturić
Roksanda Jočić
Lale Obačkić
Obradinka Mišolić
Melenija Bjelić
Radivojka Čukić
Vuksan Krezić
Siniša Kuburić
Olgica Karamučić
Snežana Đinić
Soka Lugonjić
Željko Prodić
Milinko Zolotić
Živan Sunarić
Dubravka Dimanić
Milena Gvozdić
Ljubica Rogonjić
Poleksija Romanić
Tatomir Mikarić
Novko Drčelić
Teohar Vujotić
Živorad Štrkić
Emilija Kojanić
Elena Ružičić
Bogdan Protić
Ranđa Karalić
Obrenija Jokišić
Bosiljka Anušić
Đoka Stamenčić
Radoje Nogić
Nastasija Ekmedžić
Cvijan Prekogačić
Radojka Lancić
Ranka Šević
Aćim Ljušić
Margareta Kuljančić
Timotije Gojgić
Ekatarina Novčić
Ivo Pletikosić
Dalibor Delić
Puniša Nikšić
Živan Kolorogić
Radojko Ćosić
Grozdana Ocokoljić
Sergije Biberdžić
Ljubomir Lejić
Stojadin Talpešić
Tadija Pikić
Stamenko Bukazić
Čedomir Rajić
Prokopije Podinić
Ruzmirka Kiselčić
Živorad Makarić
Slaven Vlasonjić
Strajin Tačić
Dobrosav Dobratić
Bratislava Grubešić
Razumenka Despinić
Teofan Varjačić
Ivica Anić
Radojica Poparić
Prvoslav Veseličić
Uglješa Šaronjić
Zagorka Jančurić
Milica Ivucić
Jelenko Bobić
Srba Ljubić
Atanasije Klepić
Kostadin Melentić
Slaven Pajkić
Vukadin Pajagić
Trivun Urzikić
Isidor Ljubišić
Pelagija Bizumić
Stojka Niketić
Zora Kijačić
Ozrenka Košpić
Milivoj Škarić
Pavle Stelkić
Daliborka Miholjčić
Julijan Šodić
Golub Pejčić
Dragan Kojić
Manojlo Tutulić
Đokica Josić
Časlav Čulić
Vekoslav Žikić
Đurđa Folić
Jasmina Žarkić
Jevrosima Bečelić
Živan Jalovčić
Dunja Kojundžić
Jovanka Ljubišić
Melenija Jojkić
Tomislav Važić
Cvetomir Bumbić
Đorđe Pusulić
Justin Perazić
Simonida Ajtić
Leonora Čikarić
Tihomir Aleksendrić
Višnja Prelić
Vojislav Ličanić
Stanojla Buljugić
Suzana Krstić
Aćim Gudurić
Slobodanka Karajčić
Alimpije Ćeklić
Pajka Goncić
Ranđa Drinčić
Ilija Gramić
Dragana Krivačić
Slaviša Markeljić
Milisav Butorkić
Latinka Božinić
Teohar Nedučić
Lara Glavinić
Desimir Mudrinić
Ratomir Đundić
Aca Mirkić
Zagorka Piperčić
Budislav Lemajić
Novko Đerić
Kosovka Selinkić
Milovan Giskić
Tugomir Zrilić
Veronika Boškić
Ozarija Antonić
Biserka Vulikić
Želimirka Bekčić
Veljko Bajčić
Sretoje Petrikić
Danica Ikonić
Kojadin Okulić
Lenka Ilanić
Stojan Turnić
Stavra Radosavljević
Danojlo Lakić
Jevta Podrić
Kirilo Tumarić
Slavenko Pobulić
Ninoslav Perjaničić
Nebojša Bončić
Stefan Maudić
Viktorija Zojkić
Sima Kolarić
Borka Spajić
Višeslava Mickić
Tada Šekarić
Hranislavka Braletić
Mijat Nevenić
Hristivoj Grubnić
Jelisavka Kovjenić
Lazar Sovrić
Ubavka Milačić
Veljko Gajić
Ninoslav Maslovarić
Ratko Joketić
Vladanka Tufonić
Bojana Lotić
Igor Turunčić
Zdravka Videkanjić
Milija Studić
Oliver Lukačić
Ranđel Stanikić
Antonina Jovišić
Jelena Rogonjić
Ljubica Vrtunić
Konstantin Mihaldžić
Tihomir Butorkić
Sojka Perić
Milijan Čabrić
Vujadin Zagorčić
Darinka Blešić
Žaklina Maravić
Rajica Koljančić
Svetislavka Ijačić
Dušanka Pleskić
Krsta Trucić
Ognjen Zebić
Darinka Kovinčić
Aco Viorikić
Dobrašin Gobeljić
Srbislav Tijanić
Borivoje Verbunkić
Prodana Glavonić
Radojka Buljubašić
Stanija Čivčić
Vidak Čičkarić
Bratislava Bunić
Roksanda Vanušić
Julijana Lazarić
Ljeposava Kozarčić
Stamenija Zbiljić
Zlatica Kovinčić
Ćuba Matić
Dobroslavka Mandukić
Biljana Petrušić
Boško Jurić
Zvonka Šešić
Zorka Gordić
Fedor Čantrić
Vojislava Klevernić
Jevrem Jojić
Srbijanka Škipić
Jugoslav Štetić
Sergije Rnić
Nina Kičić
Tanasije Žepinić
Jakša Docić
Krunoslava Milonjić
Prvoslavka Veseličić
Joviša Ijačić
Gvozden Miholčić
Rajica Purešić
Vuksana Todorčić
Novica Ćirić
Negoslav Brisić
Ceca Ordagić
Aksentije Morokvašić
Vlajko Krstajić
Sava Vujetić
Neško Stejić
Višeslava Lalušić
Nada Bežanić
Milijana Indžić
Jugomir Krstonić
Mateja Vaščić
Cvijetin Rokvić
Šana Šutuljić
Milivoj Timotić
Srboljub Čuperkić
Borisav Ajdačić
Stanija Radojkić
Vlastimirka Binić
Ruzmirka Mirčić
Filiman Regodić
Ivana Stanarčić
Jadranka Dubaić
Zdravka Šarić
Branka Mijačić
Filip Tunić
Jelika Civrić
Velibor Tiragić
Nenad Kremonjić
Cvijetin Tolić
Šana Bikić
Blagoje Vašalić
Mirjana Drapić
Ilinka Stelkić
Ivana Živić
Miroslava Jakić
Živko Jovelić
Vojislav Cmolić
Zlatomir Pović
Kostadinka Dajić
Mira Skokić
Vukadinka Divić
Željko Kosorić
Razumenka Buljigić
Matija Bačić
Kristina D
Srbislava Vukošić
Viktor Đorđić
Dmitar Miričić
Anka Šubić
Ljubiša Ivezić
Željka Bondokić
Vlastimirka Udovičić
Đura Ljujić
Egenija Truškić
Krunoslava Kalajić
Anka Ljubibratić
Miloš Egarić
Ivka Bjelonić
Vukašin Bjelić
Momir Gvozdić
Stanoje Krivić
Ćuba Jalovčić
Dobrica Baskić
Veselin Džunić
Fedor Kijačić
Radojka Šević
Gligorije Belonić
Živka Jukić
Rastko Rstić
Drago Colić
Vukadin Razumenić
Stracimir Sentić
Cvetana Galešić
Ognjen Poštić
Aran|el Ilibašić
Lenka Popić
Aran|el Tičerić
Jefimija Rapajić
Aleksandar Rančić
Boško Lulić
Ranđel Simeunić
Gradiša Magić
Perka Alinčić
Avram Čolić
Viktorija Bončić
Srba Gagričić
Ljilja Babarogić
Mileta Anđić
Krsman Trikić
Đurica Dokić
Branislava Stamatić
Jasmina Šodić
Predrag Kebeljić
Gorica Mikarić
Gradimirka Acić
Svetozar Gavrišić
Stojka Kokić
Živodarka Glavendekić
Dalibor Kruškonjić
Saveta Cekić
Ćirilo Babecić
Slavenka Ćušić
Vukadin Čuperkić
Javorka Zličić
Vladimir Tulenčić
Časlav Đujić
Lilijana Vakičić
Ranko Čingelić
Sredoje Jelenić
Verica Gadžić
Siniša Dubonjić
Milojka Bajagić
Živan Ugrinić
Dragiša Ekmečić
Miodrag Ćelić
Stojadin Sovrić
Bratoljub Dedeić
Obren Dimkić
Veroljub Ležajić
Slaviša Višić
Prodana Miljić
Dragica Janojkić
Lepa Kolavčić
Goca Narančić
Jordanka Kamenčić
Radoljub Pušić
Ljilja Tajsić
Jugomir Paprić
Vidosava Tutulić
Vukadin Krnjeušić
Podgorka Petrikić
Antonina Bajić
Živojin Ćurlić
Spridon Udovčić
Đukan Perišić
Elizabeta Stegnjaić
Živoslava Bijelonić
Jugomir Riboškić
Gvozden Čedić
Radojla Vanucić
Lola Tančić
Branko Božikić
Ratibor Ristelić
Borko Albijanić
Tanja Aulić
Leposava Milenić
Malina Jojić
Spridon Vujčetić
Prodan Stoparić
Milentije Obrić
Nevenka Metlić
Toda Minić
Vladanka Savkić
Radoslavka Travorić
Mileva Krstonošić
Vojislav Opalić
Vujka Cvikić
Prvoslavka Jovanić
Jordan Malić
Ljubivoje Joveljić
Njegoje Ivekić
Pauna Trumić
Sekula Vladetić
Mijat Kipić
Stojna Kalčić
Gruja Šamatić
Ljupče Soprenić
Radoslavka Dvornić
Angelina Danojlić
Višnja Đešnić
Jevta Krstekanić
Kirilo Novčić
Emilijan Trokić
Gligorije Bijanić
Božidar Trenčić
Miroslava Tvrdišić
Stefan Joketić
Milinko Perčić
Sibin Lombardić
Ljuba Žorić
Vukašin Ristić
Živadin Stokanić
Kleopatra Bendić
Divna Kustudić
Alimpije Lomić
Olga Jovadžić
Tomka Dinčić
Zagorka Milješić
Aleksa Trmčić
Cana Gagričić
Živodarka Stanarčić
Aco Resimić
Đurđina Dravić
Trajanka Grašić
David Veljić
Suncica Reljić
Lucija Tomić
Kosta Predić
Takosava Stojačić
Đurđa Kosanić
Milisav Duronić
Stojadin Raulić
Radenka Božanić
Jelisije Lemaić
Stanoje Cvijakić
Ozren Railić
Ćirilo Varničić
Cvetomir Paranosić
Njegoslav Rekavić
Bogdana Vuić
Kleopatra Eremić
Vuksan Grubić
Vujadinka Roksić
Mojsilo Dinjičić
Dragojlo Munišić
Sin|elija Jelašić
Draško Gulić
Novak Okolić
Borko Samardžić
Radomir Bučić
Milentije Šošić
Tanasije Gojgić
Despot Predić
Vesna Rutešić
Novak Vidačić
Antonina Toljagić
Sofronije Ivantić
Vlajko Bečić
Cvijan Poljčić
Jugoslav Andrijanić
Mileva Ljubić
Svetozar Balabušić
Doroteja Iličić
Mirosava Miletić
Stanika Kaćurić
Boško Ćopić
Đurđija Toljagić
Radovan Bekčić
Stanislav Gvozdić
Laza Nežić
Sava Đapić
Višeslava Brančić
Metodije Krunić
Aćim Polugić
Makarije Nićetić
Relja Katić
Javorka Subotić
Vladeta Nenezić
Sima Mikucić
Eleonora Dondić
Kosana Mandinić
Alimpije Nišavić
Anastasija Družetić
Cvijo Sofijanić
Ivica Migrić
Obradin Đenisić
Filipinka Dedeić
Emilija Puretić
Jerotije Planinčić
Takosava Puvačić
Hristivoje Španić
Sima Gavranić
Petar Grubešić
Milutin Dimanić
Perka Minčić
Leposava Kisić
Ilija Biserčić
Dragomir Zakić
Olga Trindić
Živodarka Dugalić
Negomir Zaburnić
Sergije Tufanić
Tatjana Nikolčić
Svetomir Gerzić
Jelica Ikić
Aleksa Jovelić
Milinko Slavić
Rastko Trivalić
Jakov Hadži Antić
Života Kragić
Lola Raičić
Prohor Klevernić
Vlastimirka Stajšić
Ristivoje Padić
Zaviša Pantić
Milja Đurendić
Dragomir Sjeničić
Mileta Čembić
Pajka Jenić
Ristivoje Gostojić
Hristivoj Karolić
Milisav Boberić
Vukosava Ćušić
Sima Marodić
Gligorije Jovanikić
Miroslav Zrnić
Radivoj Najdić
Miodrag Šindić
Teodosije Krajšić
Emilija Dudić
Vojislav Toskić
Blaženka Jankucić
Vojin Poznanić
Đurađ Malbašić
Aćim Granulić
Julijana Motičić
Kostadin Trindić
Petko Bunić
Negosava Inđić
Slobodanka Alorić
Novka Krestić
Stojana Cvijić
Božidarka Kazandžić
Peran Galetić
Vuksana Olarić
Dragutin Galčić
Aran|el Ljevnaić
Prvoslava Baštić
Desimir Lazarić
Ranđa Sopić
Budimir Kokelić
Krsta Jutrić
Željko Lubinić
Cvijo Radeljić
Zlatica Kukić
Dragica Bunardžić
Strajin Vučinić
Feodor Pilindavić
Miloje Bradonjić
Ratiborka Desančić
Jagoda Stojankić
Dušica Koljančić
Oliver Tominčić
Grozdana Nakić
Strahinja Đinđić
Negoslav Drekić
Grigorije Krstonić
Cvetko Piskulić
Ćuba Gadžić
Cana Matejić
Ceca Vukelić
Hranislavka Plačić
Margareta Ješanić
Sima Grečić
Nada Ćalić
Slavko Tijanić
Ljubiša Ostojić
Pava Divčić
Mladomir Dimić
Sava Ćulafić
Blagoje Setenčić
Želimirka Jeftić
Vukan Avrić
Milijan Grujić
Cvetanka Nevenkić
Smilja Azarić
Veronika Kopitić
Ivan Maksić
Makarije Maretić
Njegoš Jezdić
Tijana Bušić
Dušanka Indžić
Božidar Pauškić
Živka Koljenšić
Helena Tojić
Lucija Paravinić
Ivana Kulundžić
Krsman Bukelić
Živadin Kuburić
Milica Bujišić
Vujka Glavinić
Ignjat Kvrgić
Vuksana Alinčić
Života Curkić
Cvijan Ajdačić
Ljupče Nerić
Sajka Škuletić
Jagoda Diklić
Zvezdana Jozić
Leposava Šljukić
Jordan Vučenić
Stana Gladić
Živadin Šalić
Nedeljko Masoničić
Melenija Čobić
Cvetomir Anđušić
Mirosava Vulezić
Cvetomir Sjeničić
Božidar Kalinić
Avram Aksentić
Stanojla Šamatić
Ratomir Pločić
Sojka Ćosić
Todor Koplić
Ekatarina Krpić
Vukašin Vučetić
Sojka Gluvić
Gavra Indžić
Milija Čolanić
Draginja Pavličić
Sretenka Lilić
Ubavka Šipčić
Ivo Dvornić
Milijan Marljukić
Obren Ćirić
Aksentije Katurić
Nemanja Rulić
Slavenko Nikolešić
Teodosije Miškić
Željka Dinić
Laza Kentrić
Teohar Petrikić
Ćirka Gitarić
Jakša Čemerikić
Žarko Ivičić
Živana Blagotić
Radoš Našpalić
Bogdan Kitonjić
Cvijan Šešić
Gradiša Ćurulić
Njegomir Milešić
Uroš Nenčić
Simeon Gladić
Obrad Nedinić
Zlatomirka Arsekić
Šana Malavrazić
Velibor Jurišić
Života Janketić
Damjan Šijakinjić
Sofija Soldatić
Teofan Bidžić
Slaviša Prunić
Srboljub Mladenić
Njegosav Sumenić
Kosta Genčić
Danilo Papić
Vesna Veličić
Fedor Pavličić
Ćirka Zlajić
Sima Ilinčić
Pauna Colić
Cane Zapukić
Toma Klajić
Prvoslav Oraovčić
Veroslava Jocić
Rodoljub Ćoralić
Njegosav Puvalić
Bratislava Ikić
Joviša Džambić
Đurđevka Selenić
Javorka Marljukić
Stamenko Polomčić
Vukašin Jerčić
Taško Lazarić
Radan Miličić
Stanko Stolić
Branko Tomčić
Kostadin Gospavić
Jasmina Boldejić
Živorad Rakulić
Ugren Jezerkić
Milenija Čkrkić
Nebojša Grubetić
Miodrag Basekić
Cvetomir Palangetić
Đurđija Pražić
Miloje Dvorančić
Milja Kovjanić
Jelisaveta Suručić
Mileta Kabić
Svetoje Strahinjić
Slavenko Ječmenić
Cviko Manasić
Steva Katnić
Anastasija Dubajić
Mila Grcinić
Teodosije Buzejić
Bogdanka Ludajić
Miladinka Đuknić
Sojka Stanetić
Mitar Vujisić
Timotije Kotarlić
Peladija Šapurić
Blaženka Ljevnaić
Marjan Pojkić
Miomir Milikšić
Petar Strunić
Prohor Goronjić
Kadivka Kuljić
Veselin Lambić
Najdan Žepinić
Olga Potrebić
Viktor Filić
Spridon Svojić
Kosana Mihaldžić
Dmitar Lopičić
Blaženka Nevenkić
Relja Šalajić
Prodan Kornić
Eva Babejić
Spridon Jovanić
Ćetko Dvorančić
Ninoslav Marčić
Zora Sitničić
Kruna Mišurić
Veroslava Bikić
